Identificador de la publicación,Identificador de la página,Nombre de la página,Título,Duración (segundos),Hora de publicación,Enlace permanente,Tipo de publicación,Comentario sobre los datos,Fecha,Comentarios,Distribución,Impresiones,Interacciones,Seguimientos netos,Reacciones,Veces que se guardó,Veces que se compartió,Espectadores,Visualizaciones,Segundos en promedio reproducidos,Segundos reproducidos
1400136022151000,100064638461970,Supersubsidio,"Donde el desierto abraza el Caribe, nace la esperanza. 🌵🌊

La Guajira no es solo un paisaje; es la fuerza de sus tejidos, la sabiduría de su gente y el corazón de una Colombia resiliente. Hoy, esa fuerza se traduce en realidades tangibles.

Nuestra Superintendente, Sandra Viviana Cadena Martínez, recorrió este territorio con un propósito firme: asegurar que el Subsidio Familiar llegue con transparencia y justicia social a quienes más lo necesitan.

✨ Dos hitos que transforman realidades:

Ma-Ziruma: Un Glamping innovador inspirado en el pueblo Arhuaco para un turismo con alma social.

Hatonuevo: El Centro Recreativo Talatsü Mai, un espacio donde la recreación se vive como un derecho fundamental.

Porque el bienestar no tiene fronteras. Donde hay una familia trabajadora, ¡allí estamos! 🇨🇴

#Supersubsidio #SupervisarEsCuidar #SubsidioFamiliar #Guajira",76,03/18/2026 19:29,https://www.facebook.com/reel/1578403589887035/,Reel,,Total,0,-2.8x,844,6,0,7,0,0,716,812,4.007,3050.087
1401782835319652,100064638461970,Supersubsidio,"¡Fortaleciendo el Sistema del Subsidio Familiar en el Magdalena! 💼📊

Cerramos con éxito nuestra jornada de Educación Informal en la región. Durante 4 días intensos (16 al 19 de marzo), nos enfocamos en empoderar a trabajadores y empleadores sobre sus derechos y deberes.

¿Qué logramos en esta visita?

✅ Cercanía directa con nuestras familias rurales.

✅ Diálogo abierto con empresas del sector.

✅ Escucha activa para seguir construyendo un sistema más sólido.

La protección al usuario no se detiene. Seguimos recorriendo el país para asegurar que los beneficios lleguen a quien más los necesita.

#Supersubsidio #SupervisarEsCuidar #SubsidioFamiliar",61,03/20/2026 12:25,https://www.facebook.com/reel/3876833379284620/,Reel,,Total,2,-1.4x,891,11,0,18,0,2,1041,1172,4.73,5184.108
1401881018643167,100064638461970,Supersubsidio,"💻 Prepárate, porque este 26 de marzo llega una revolución digital que llevará la lectura a donde antes no llegaba. Pacto Nacional por la Lectura: Pienso, Leo y Conectó. 

#PactoPorLaLectura #PiensoLeoConecto #Lectura #Leer",13,03/20/2026 15:12,https://www.facebook.com/reel/1260637606172579/,Reel,,Total,0,+0.2x,1706,29,1,31,1,5,1619,1937,3.705,6217.521
1404581305039805,100064638461970,Supersubsidio,"💻 Este 26 de marzo en Colombia se firmará un Pacto Nacional con un propósito muy importante: llevar la lectura a donde antes no llegaba. Espera pronto más información.

#PactoPorLaLectura #PiensoLeoConecto #Lectura #Leer",0,03/23/2026 08:38,https://www.facebook.com/SuperSubsidio/posts/pfbid02Nb2w4ubvDKLoYdNKYKESrekKt56wNjFbGWPbLjACqE1j6zjQ7qb37aPTniwqWjfnl,Foto,,Total,0,--,925,12,0,11,0,3,811,1196,,
1405520531612549,100064638461970,Supersubsidio,"🎗️ Desde la Superintendencia del Subsidio Familiar lamentamos profundamente el fallecimiento de los militares y policías en el trágico accidente ocurrido el día de ayer.

Nos duele como institución y como personas. A sus familias, amigos y compañeros, les enviamos un abrazo sincero y solidario, acompañándolos en este momento tan difícil. Honramos la vida y el compromiso de quienes, desde su vocación de servicio, trabajaron por la seguridad y el bienestar de todos los colombianos.

También, nos unimos en esperanza por la recuperación de los uniformados que resultaron heridos. Les deseamos una pronta mejoría y extendemos nuestra cercanía a sus seres queridos.

Hoy, más que nunca, reconocemos y agradecemos el valor de quienes están al servicio del país, incluso en medio de los mayores riesgos.

-Sandra Viviana Cadena Martínez-
Superintendente del Subsidio Familiar",0,03/24/2026 09:25,https://www.facebook.com/SuperSubsidio/posts/pfbid0PAEaujwZsT9XCgSZgv3sDWE5TpPjucPxQyhRUSq6cpE1pJfY3Vp421KjgfDy1xYsl,Foto,,Total,0,--,2039,17,0,17,0,2,1892,2627,,
1405717868259482,100064638461970,Supersubsidio,"🤔 ¿El subsidio de vivienda que otorgan las cajas de compensación familiar puede ser aplicado en cualquier municipio del país?

#SubsidioDeVivienda #SubsidioFamiliar #Supersubsidio #Subsidios",101,03/24/2026 14:43,https://www.facebook.com/reel/1856649805051387/,Reel,,Total,2,+2.8x,2373,44,2,39,3,5,2090,2392,12.513,27817.234
1406405841524018,100064638461970,Supersubsidio,"💻 La lectura es el puente que conecta nuestra mente con nuevos mundos. Este 26 de marzo Colombia conocerá una iniciativa que busca fomentar la lectura a través de herramientas tecnológicas entre las cajas de compensación familiar.

#PactoPorLaLectura #PiensoLeoConecto #Lectura #Leer",0,03/25/2026 08:08,https://www.facebook.com/SuperSubsidio/posts/pfbid02PwLYYDkKrYu3PP25WC7PT3mpwmQ4gA8mGXjd89F9yzFsdyxTyPDEiAWsvD3EcdwKl,Foto,,Total,0,--,776,5,0,4,0,1,695,996,,
1406610131503589,100064638461970,Supersubsidio,"🎵 Pienso, Leo y Conecto....
🎵 Pienso, Leo y Conecto...

Este 26 de marzo, Colombia bailará al ritmo del Pacto Nacional por la Lectura. 🇨🇴📖

#PactoPorLaLectura #PiensoLeoConecto #Lectura",31,03/25/2026 13:21,https://www.facebook.com/reel/1261341912775312/,Reel,,Total,0,+0.1x,3052,19,1,38,0,4,2471,3033,2.925,8163.859
1407342781430324,100064638461970,Supersubsidio,"🇨🇴 ¡Llegó el día! Hoy se firmará el Pacto Nacional por la Lectura, un compromiso entre el Gobierno Nacional y las Cajas de Compensación Familiar para llevar la lectura a donde antes no llegaba.

#PactoPorLaLectura #PiensoLeoConecto #Lectura #Leer",0,03/26/2026 07:29,https://www.facebook.com/SuperSubsidio/posts/pfbid02SSNLuN32jGjc1abaorhZuG1KiKRGYuz2gQ2U7Pg6bnjKVXve7QeQo62fap5QfSj7l,Foto,,Total,0,--,505,9,0,9,0,0,449,654,,
1407819114716024,100064638461970,Supersubsidio,"¡La lectura y la tecnología se unen para transformar a Colombia! 🇨🇴✨

Hoy celebramos un hito histórico: la firma del Pacto Nacional “Leo, Pienso y Conecto”. Esta gran alianza entre el Gobierno Nacional y las Cajas de Compensación Familiar busca fomentar el hábito de la lectura desde la primera infancia hasta la adultez.

¿Qué trae este pacto para el país?

💻 Conexión Digital: Llevamos libros y audiolibros directamente a celulares y tabletas. Además, crearemos clubes de lectura virtuales y retos en redes sociales para conectar a las familias.

👩‍🌾 Inclusión y Ruralidad: ¡Llegamos a los rincones más apartados! Priorizamos a las poblaciones indígenas, afrodescendientes y palenqueras para cerrar brechas sociales y conservar nuestras lenguas nativas. 

📖 Formación: Mediadores y familias recibirán formación en el uso pedagógico de herramientas TIC.

🤝 Trabajo en Equipo: Este logro es el resultado de la unión entre los Ministerios de Trabajo, Educación, Cultura, TIC, Cajas de Compensación Familiar y la Superintendencia del Subsidio Familiar.

¡Estamos listos para conectar mentes y transformar territorios! 📖📱

#PactoPorLaLectura #PiensoLeoConecto #Lectura #Leer",0,03/26/2026 19:41,https://www.facebook.com/SuperSubsidio/posts/pfbid0ME5Nmbq2S6HBJ8vyEywnuoSFQ8MichUFtZdtd8mdqB48YiPPf968AHPKpsQWGvBEl,Foto,,Total,0,--,1461,21,0,20,0,1,1247,2062,,
1408612071303395,100064638461970,Supersubsidio,"¿De qué sirve la tecnología si no sirve para soñar? 🦋💻

En Aracataca nació la magia de las mariposas amarillas, y hoy nace una alianza que lleva esa misma magia a todo el país.

El Pacto ""Pienso, Leo y Conecto"" es simple: unimos fuerzas (Gobierno y Cajas de Compensación) para que leer sea tan natural como respirar, sin importar si estás en Bogotá o en la profundidad del Magdalena.
Menos brechas, más historias. Colombia está conectando su futuro. 🚀

#PactoPorLaLectura #Leer #Lectura #Supersubsidio",105,03/27/2026 15:54,https://www.facebook.com/reel/1241437621486939/,Reel,,Total,1,+0x,1979,24,0,21,0,2,1799,1980,7.136,13289.037
1409233517907917,100064638461970,Supersubsidio,"🦋 Hoy vamos a contarles una historia, la historia de Lorena.

Lorena representa el propósito del Pacto Nacional por la Lectura que firmamos en Aracataca el pasado 26 de marzo.

""Pienso, Leo y Conecto"" no es solo una frase bonita, es la promesa de que ahora la lectura llegará a donde antes no llegaba. 📱📖

#PactoPorLaLectura #Leer #Lectura #Supersubsidio",390,03/28/2026 08:16,https://www.facebook.com/reel/1464172825257723/,Reel,,Total,0,+0.5x,1691,32,1,29,2,9,1414,1649,9.753,15000.14
1412073200957282,100064638461970,Supersubsidio,,33,03/31/2026 13:58,https://www.facebook.com/reel/2323386004824544/,Reel,,Total,0,+0.1x,1925,17,2,17,0,1,1693,1989,5.646,10011.928
1413093847521884,100064638461970,Supersubsidio,"Nuestra Oficina de Protección al Usuario llegó a Casanare para liderar la sesión del Comité Técnico de Atención e Interacción con el Ciudadano (COMTAC). Durante el 26 y 27 de marzo, trabajamos en:

​✅ Evaluar la satisfacción de nuestros afiliados.

​✅ Elevar los estándares de atención en cada punto de contacto.

​✅ Fortalecer los subcomités de trabajo para una mejora continua.

​Además, socializamos nuestra Hoja de Ruta Estratégica 2026–2030, un plan diseñado para garantizar que el Subsidio Familiar llegue a todos con transparencia, equidad e inclusión. 🤝✨

#Supersubsidio #SubsidioFamiliar",0,04/01/2026 16:04,https://www.facebook.com/SuperSubsidio/posts/pfbid02HEYsBxXkhV5cAWUm93WGLn69S7ukRXWJTm9UH5pNMvjF9YAxGvVZNgXHTkeqFazDl,Foto,,Total,0,--,1718,13,0,13,0,2,1539,1755,,
1417555157075753,100064638461970,Supersubsidio,"Desde la Superintendencia del Subsidio Familiar, continuamos recorriendo el país para asegurar que los recursos de los trabajadores colombianos se administren con total transparencia y eficiencia.

​Esta semana, nuestro equipo de inspectores adelanta una Visita Ordinaria a la Caja de Compensación Familiar Cajasur. A través de estas jornadas de supervisión integral, verificamos:

​✅ Gestión Financiera: Que cada peso del aporte patronal se invierta correctamente.

✅ Programas Sociales: Que los servicios de salud, educación, vivienda y recreación lleguen con calidad a los afiliados.

✅ Cumplimiento Legal: Que la operación de la Caja se ajuste estrictamente a la normativa vigente.

​Nuestra misión es clara: proteger el patrimonio social de las familias y garantizar que el Sistema del Subsidio Familiar sea un motor de Justicia Social en cada territorio. 🇨🇴

#Supersubsidio #SupervisarEsCuidar #CajasDeCompensación",0,04/06/2026 17:24,https://www.facebook.com/SuperSubsidio/posts/pfbid0Ru2VWRKsiiiUFX9Xz6TcFSEcrQXYN2r3rCAt7DKBSRuTeX5ZbouwfUK5onW77KjQl,Foto,,Total,3,--,1503,11,0,8,1,0,1370,2132,,
1417601283737807,100064638461970,Supersubsidio,"Desde la Superintendencia del Subsidio Familiar, avanzamos en nuestro compromiso con la transparencia del sistema. 📑

Realizamos una visita ordinaria a la Caja de Compensación Familiar Comfamiliar Risaralda, con el fin de ejercer nuestras funciones de inspección y vigilancia. Durante esta jornada, nuestro equipo técnico verifica el cumplimiento normativo, evalúa los procesos financieros y administrativos, y revisa la calidad de los servicios prestados.

Nuestro objetivo es asegurar que cada peso del subsidio familiar sea administrado con eficiencia para el bienestar de los trabajadores risaraldenses. ⚖️

#Supersubsidio #SupervisarEsCuidar #CajasDeCompensación #SubsidioFamiliar",0,04/06/2026 19:02,https://www.facebook.com/SuperSubsidio/posts/pfbid02nZPS7qVbSoa6whniFJhBQNpicYVD4vm4b851UiPZ1fnNM4r6YtRDv3pdR1diKJLfl,Foto,,Total,0,--,1447,8,1,8,0,0,1260,2048,,
1418120760352526,100064638461970,Supersubsidio,"📝 Estas son algunas cosas que debes saber acerca del subsidio de vivienda que otorgan las cajas de compensación familiar.

💻 Recuerda consultar con tu caja de compensación familiar para más información sobre los requisitos y el proceso de aplicación al subsidio.

#SubsidioDeVivienda #SubsidioFamiliar #Supersubsidio",0,04/07/2026 08:29,https://www.facebook.com/SuperSubsidio/posts/pfbid0axYbZf7P2sgvHrFSt2a3MxivA4gZTYFKD6ZQWbd4e2nd9gTu3SKzc89uZ8d4bGpDl,Foto,,Total,16,--,20427,137,35,113,7,69,17137,29349,,
1419749240189678,100064638461970,Supersubsidio,"Día de la Memoria y la Solidaridad con las Víctimas del Conflicto Armado 🕊️🇨🇴

Hoy, 9 de abril, nos unimos bajo un solo lema: “Memoria que sana, voces que transforman”. En la Superintendencia del Subsidio Familiar, honramos la dignidad de quienes han sido afectados por el conflicto y trabajamos por su inclusión en el Sistema.

Conoce las cifras clave de este compromiso:

-Más de 132.000 víctimas ya forman parte de nuestro Sistema al cierre de 2025.

-Vimos un crecimiento histórico del 51,86% en la afiliación de adultos mayores de 60 años.

-La inclusión étnica avanza con 5.521 afiliados pertenecientes a diversos grupos del país.

-Las mujeres lideran el crecimiento en afiliación de víctimas no desplazadas con un 31,74%.

Esta conmemoración, amparada en la Ley 1448 de 2011, es un paso más hacia la verdad y la reparación simbólica.

#9DeAbril #DíaDeLasVíctimas #MemoriaYSolidaridad #SubsidioFamiliar #SupervisarEsCuidar",0,04/09/2026 06:59,https://www.facebook.com/SuperSubsidio/posts/pfbid02YBTcTVyeFtUPdvatfvbW2VmKipnmLYjrpxtK8TTc1ZikHPPcdRgf1zSf2kk9B5gVl,Foto,,Total,0,--,2035,12,0,23,0,4,1775,2682,,
1421012466730022,100064638461970,Supersubsidio,"Llegamos al 📍Putumayo con un objetivo claro: conocer de primera mano cómo funciona e impacta el subsidio familiar en el corazón de la Amazonía colombiana. De la mano de nuestra Superintendente, Sandra Viviana Cadena Martínez, recorrimos las instalaciones de Comfamiliar Putumayo para entender no solo los logros, sino los desafíos únicos que enfrenta este territorio.

Supervisar para nosotros no es un ejercicio de escritorio; es estar donde están los retos. Es verificar cómo una sala de lectura, un club de natación o un centro recreacional se convierten en el epicentro de oportunidades para miles de afiliados que encuentran en el sistema un respaldo para vivir con bienestar.🧑‍🧑‍🧒‍🧒

Nuestro compromiso es asegurar que cada recurso se transforme en una herramienta efectiva de cambio social. Porque cuando caminamos el territorio, reafirmamos que el subsidio es un derecho que construye país. 💙🇨🇴",0,04/10/2026 19:59,https://www.facebook.com/SuperSubsidio/posts/pfbid02oMupdQegmegZeSr9Au9WY936ighJZqJXRwVoStKGWYoisZ8N7MMcisT9yi1j2RzNl,Foto,,Total,1,--,1812,19,1,20,0,2,1580,2548,,
1421619753335960,100064638461970,Supersubsidio,"La Superintendente Sandra Viviana Cadena Martínez acompañó la inauguración de la nueva zona deportiva del Centro Recreacional Intiyaco en Puerto Asís, Putumayo.

Con una inversión de $2.900 millones, este espacio fortalecerá la recreación de más de 20.000 afiliados y sus familias en el Bajo Putumayo.

Para la Supersubsidio, el bienestar no es solo un ingreso: es tiempo de calidad, deporte y espacios dignos para la comunidad. Cuando la gestión es eficiente, los resultados se ven en el territorio. 💙

¡Con dignidad cumplimos! 🇨🇴

#Supersubsidio #SupervisarEsCuidar #Putumayo #SubsidioFamiliar",0,04/11/2026 12:25,https://www.facebook.com/SuperSubsidio/posts/pfbid0iTrfRVV3WnXbBUVWAsy9WXGHdL1ttqZcAL4K7pixmzHyXgni2gy2eG52nTN1bqKUl,Foto,,Total,8,--,9140,71,4,129,0,16,8042,15297,,
1421745806656688,100064638461970,Supersubsidio,"🌿 En el corazón de la Amazonía, donde los Andes se convierten en selva y los ríos guardan siglos de historia, el bienestar llegó con nombre propio. 💙

La Superintendente Sandra Viviana Cadena Martínez recorrió el Putumayo para ver de cerca lo que significa cumplir: niños en el programa Foniñez, adultos mayores con dignidad, familias con espacios para vivir mejor.

Y como cierre histórico: la inauguración de la Zona Deportiva del Centro Recreacional Intiyaco, un escenario que ya ha transformado la vida de más de 175.000 putumayenses. 🏊‍♂️🎉

Porque todo Colombia es prioridad.

¡Con dignidad cumplimos! 🇨🇴

#Supersubsidio #SupervisarEsCuidar #Putumayo #SubsidioFamiliar",126,04/11/2026 17:03,https://www.facebook.com/reel/1498485198503416/,Reel,,Total,0,+2.4x,2853,40,0,51,0,11,2459,2901,9.585,25563.642
1423355676495701,100064638461970,Supersubsidio,"📝 Desde la Superintendencia del Subsidio Familiar, realizamos una visita de inspección en Compensar con el objetivo de verificar el cumplimiento de los ordenamientos legales, administrativos, financieros y contables.

💡 Durante esta jornada, nuestro equipo técnico supervisa el correcto funcionamiento de los fondos de ley, así como la ejecución de los programas y servicios sociales correspondientes a la vigencia 2025 y el primer trimestre de 2026.

#Supersubsidio #SupervisarEsCuidar #SubsidioFamiliar",0,04/13/2026 15:24,https://www.facebook.com/SuperSubsidio/posts/pfbid0gKFMeFLCF28DjJ7NrPHrCHsP8ao15gT1vvGagzGVGvs3PmLsstZqRfyais5YFR11l,Foto,,Total,0,--,1125,3,0,4,0,0,985,1648,,
1425017189662883,100064638461970,Supersubsidio,"📝 Estas son las personas a cargo por las que puedes recibir el subsidio familiar en dinero este 2026.

💻 Para más información, acércate a tu Caja de Compensación Familiar y consulta sobre el proceso y los requisitos para acceder a este derecho.

#SubsidioFamiliar #Subsidios #CuotaMonetaria #Supersubsidio #SupervisarEsCuidar",121,04/15/2026 12:28,https://www.facebook.com/reel/1379807877501504/,Reel,,Total,123,+506.5x,277862,5387,1143,4348,558,622,264946,286139,26.187,6957912.903
1430235582474377,100064638461970,Supersubsidio,"🏠 Si quieres acceder al subsidio de vivienda que otorgan las Cajas de Compensación familiar, presta mucha atención a los requisitos que debes cumplir.

📝 Si cumples con los requisitos mencionados, acércate a tu caja de compensación familiar para solicitar información sobre el proceso de aplicación y presta mucha atención a las instrucciones para aplicar de forma correcta.

#SubsidioDeVivienda #SubsidioFamiliar #Subsidios #Supersubsidio #SubsidioVivienda",176,04/21/2026 08:55,https://www.facebook.com/reel/984289347504563/,Reel,,Total,45,+121.1x,91735,2272,296,1672,410,238,86480,94618,21.213,1864330.938
1432270068937595,100064638461970,Supersubsidio,"La SuperSubsidio inició visita especial a Confa Caldas tras las amenazas contra su Consejo Directivo, con el propósito de fortalecer la seguridad y respaldar la gestión institucional; este acompañamiento permitirá identificar oportunidades de mejora y consolidar buenas prácticas para el adecuado funcionamiento. 🔍",0,04/23/2026 16:38,https://www.facebook.com/SuperSubsidio/posts/pfbid034FyuNv7Y2mRgeKeTtGmqDCJXa7GhpZz27KSQD5XtRRadhfrwfZ49Sy7sCRYnRxZol,Foto,,Total,0,--,1501,11,0,11,0,1,1384,2482,,
1432368148927787,100064638461970,Supersubsidio,"Acompañamos la entrega oficial del Parque Acuático Los Trinitarios en Santander, un proyecto de alto impacto desarrollado por Comfenalco Santander.

La Superintendente del Subsidio Familiar participó en la inauguración de este complejo que contó con una inversión cercana a los $150 mil millones de pesos. Esta megaobra, supervisada por nuestra Delegada de Proyectos Especiales, cuenta con:
• Capacidad para más de 4.000 personas.
• Toboganes de hasta 18 metros de altura.
• Zonas de spa, deporte y gastronomía.

Seguimos fortaleciendo el Sistema del Subsidio Familiar para que los recursos se traduzcan en infraestructuras de clase mundial que dinamicen la economía local. 💙🤝",0,04/23/2026 19:47,https://www.facebook.com/SuperSubsidio/posts/pfbid02Hpx7LZdfHxHn39U9Hb9mt8gacwa28a44CADnmDocbi84FWiY3m5R9d5rGqzLweo8l,Foto,,Total,0,--,3186,23,0,24,0,0,2822,4580,,
1432399612257974,100064638461970,Supersubsidio,"¡Cumpliéndole a las regiones! 📍🎥

Desde el corazón de Santander, la superintendente del subsidio familiar resalta la importancia de proyectos que impulsan el turismo social y la economía local. Los Trinitarios es el reflejo de una gestión que pone al trabajador en el centro de todas las decisiones.

#Supersubsidio #SupervisarEsCuidar #SubsidioFamiliar #Santander",54,04/23/2026 20:46,https://www.facebook.com/reel/1278518270471565/,Reel,,Total,1,+0.6x,1477,23,0,25,0,0,1288,1479,8.935,11892.587
1432988952199040,100064638461970,Supersubsidio,"🛡️ ¡Fortalecemos el control para proteger el bienestar de los trabajadores!

Se llevó a cabo la sesión No. 19 del Comité Técnico de Autocontrol y Gestión del Riesgo. Bajo el liderazgo del Superintendente Delegado para la Gestión, reafirmamos nuestro compromiso con la transparencia en el Sistema del Subsidio Familiar.

Dado que las Cajas de Compensación administran recursos parafiscales con un alto fin social, este espacio es vital para:

✅ Identificar riesgos a tiempo.
✅ Promover alertas tempranas.
✅ Optimizar la toma de decisiones estratégicas.

La transparencia no es opcional: el autocontrol es responsabilidad de cada Caja para garantizar eficiencia y confianza en el Sistema. 🤝

#Supersubsidio #SupervisarEsCuidar #SubsidioFamilair",0,04/24/2026 10:43,https://www.facebook.com/SuperSubsidio/posts/pfbid02ovTQhoZXRegGaqwKNBxCcb3v6UbHpQHb9zKpfwZVZPYMdX7F4eSchQntvaShiT38l,Foto,,Total,2,--,1950,18,0,17,0,1,1728,2711,,
1433745468790055,100064638461970,Supersubsidio,"🇨🇴💙 Hoy los celebramos a ellos, el motor del futuro de Colombia!

Más de 3,6 millones de niños y niñas hacen parte del Sistema de Subsidio Familiar en 2025. Cada uno con talentos únicos, sueños enormes y un futuro por construir — y nosotros estamos aquí para acompañarlos. 💪

✨ 22.000+ niños con discapacidad atendidos en igualdad de oportunidades.

🎡 537.000+ niños disfrutando espacios de recreación cada mes.

📚 Cientos de miles accediendo a educación, bibliotecas y nutrición.

🏙️🌿 Presentes en zonas urbanas y rurales, porque las oportunidades no tienen dirección.

En 2025, las Cajas de Compensación Familiar invirtieron cerca de $2,2 billones de pesos en el bienestar de la niñez colombiana. Porque cuando invertimos en ellos, invertimos en Colombia.

💙 ¡Feliz Día del Niño y la Niña!

#DíaDelNiño #25DeAbril #Supersubsidio #SupervisarEsCuidar #SubsidioFamiliar",125,04/25/2026 06:13,https://www.facebook.com/reel/1161988896994523/,Reel,,Total,1,+2.2x,3286,59,1,52,0,10,2795,3130,8.393,24567.486
1435962565235012,100064638461970,Supersubsidio,"📍 ¡Presencia en el territorio! Hoy desde el Amazonas.

​En la Superintendencia del Subsidio Familiar trabajamos sin descanso para garantizar que los recursos de los trabajadores lleguen a donde deben: a su bienestar y al de sus familias. 🌳✨

​Hoy, 27 de abril, nuestro equipo técnico adelanta la Visita Ordinaria a CAFAMAZ. Pero, ¿qué significa esto? Es un ""chequeo general"" preventivo donde verificamos:

​✅ Que el manejo de los recursos sea transparente y eficiente.

✅ Que los servicios cumplan con los estándares de calidad.

✅ Que la normativa legal se cumpla rigurosamente.

​Nuestra misión es cuidar cada peso que las empresas aportan, asegurando que se transforme en oportunidades reales para los afiliados en el Amazonas. 🇨🇴

#Supersubsidio #SupervisarEsCuidar #SubsidioFamiliar #Amazonas",0,04/27/2026 14:07,https://www.facebook.com/SuperSubsidio/posts/pfbid02C3M9ymLEQwWwVu6LDbZbwHychFqYzYL41gNehcAXjbbhXA3qbUi1jFi1tisFaRzDl,Foto,,Total,0,--,1075,17,0,17,0,2,1021,1696,,
1436767335154535,100064638461970,Supersubsidio,"📝 La Superintendencia del Subsidio Familiar continúa fortaleciendo su labor de inspección, vigilancia y control en todo el país.

🔎 En esta oportunidad, realizamos visita a Comfaoriente con el objetivo de evaluar el impacto financiero, jurídico y social de sus programas y servicios, garantizando el cumplimiento del marco normativo del Sistema del Subsidio Familiar.

💻 Seguimos trabajando por la transparencia, el buen uso de los recursos y el bienestar de las familias colombianas.

#Supersubsidio #SupervisarEsCuidar #SubsidioFamiliar #NorteDeSantander",0,04/28/2026 11:49,https://www.facebook.com/SuperSubsidio/posts/pfbid0nXKAkSh95XMb7mo4Vfdbdz5Sb5arWYikHBfPu7HwfBe9uFsLgmhCiii9uHaNhpCZl,Foto,,Total,0,--,513,7,0,6,0,1,483,885,,
1437423588422243,100064638461970,Supersubsidio,"🇨🇴 La estabilidad vuelve a ser regla y no excepción en el Gobierno del Presidente @gustavopetrourrego.

Con la Reforma Laboral, el contrato a término indefinido se convierte en prioridad. Más seguridad para las familias, menos precarización para quienes trabajan todos los días por el país.

#ConDignidadCumplimos  #100LogrosDePetro",0,04/29/2026 05:12,https://www.facebook.com/SuperSubsidio/posts/pfbid02jacmxT9EbxvzM4c4nB9rnkQGegQDPod5RZA2e7NTwibJYEWM18gr3qQsSB3uoPPvl,Foto,,Total,0,--,1405,11,0,11,0,0,1438,1970,,
1437455288419073,100064638461970,Supersubsidio,"🇨🇴 #ConDignidadCumplimos| El contrato indefinido se fortalece en Colombia. Los contratos por obra o a término fijo siguen vigentes, pero con prestaciones y vacaciones garantizadas, y un tope máximo de 4 años. Si el trabajo continúa, la estabilidad también: pasa a indefinido.

El Gobierno del Presidente @gustavopetrourrego logró más estabilidad para los trabajadores y más progreso para su vida. #100LogrosDePetro",34,04/29/2026 05:59,https://www.facebook.com/reel/1759683051676253/,Reel,,Total,4,+1.7x,3108,52,0,47,2,6,3017,3428,6.593,20116.149
1437666748397927,100064638461970,Supersubsidio,"🌿 Caquetá: Donde la vida se transforma y el bienestar florece. En el corazón del sur de Colombia, allí donde la selva respira por todos nosotros, la Superintendente del Subsidio Familiar, Sandra Viviana Cadena Martínez, recorre hoy la ""Puerta de Oro de la Amazonía"". 🚪✨

Este es un territorio que no solo se mide por su inmensa biodiversidad, sino por la dignidad de sus familias trabajadoras. La Superintendente se encuentra en el departamento para conocer de cerca cómo el Sistema del Subsidio Familiar impulsa el cambio social:

📚 Educación que trasciende: Visitamos el Colegio COMFACA, una institución que por más de 25 años ha sido el segundo hogar de los hijos de los trabajadores caqueteños. Nos emociona ver en acción a ""Comfaquito"", la biblioteca rodante que lleva mundos de lectura a los lugares donde más se necesitan.

🍃 Territorios de paz: Recorremos las 22 hectáreas del Centro Recreacional La Manigua. Lo que antes fue un símbolo de tiempos difíciles, hoy es un santuario de encuentro, juego y bienestar para la comunidad.

🎭 Metáforas de cambio: En la Plaza de Eventos Santo Domingo, somos testigos de la reinvención del Caquetá. Espacios que antes habitó la oscuridad, hoy vibran con cultura, deporte y esperanza.

En Caquetá, reinventarse es una forma de vida y el bienestar familiar es el motor de esa transformación. ¡Seguimos trabajando desde el territorio y para el territorio! 🇨🇴🙌

#Supersubsidio #SupervisarEsCuidar #SubsidioFamiliar #Caquetá",0,04/29/2026 10:41,https://www.facebook.com/SuperSubsidio/posts/pfbid0RaTgRy2BtxJBChnCXyBP3yMtLw4fHeU6hcrBwD7X4Gn4iR6hgA6A29svUDXvd1A5l,Foto,,Total,1,--,7551,45,3,60,0,12,7001,13417,,
1437944975036771,100064638461970,Supersubsidio,"¡Hoy estuvimos en el Caquetá! 🌿

Cumplimos una agenda intensa de supervisión en Comfaca, recorriendo cada espacio donde el subsidio familiar se convierte en realidad. Desde la educación y la recreación, hasta el hito de justicia laboral con la formalización de 22 trabajadores.

Vinimos a verificar que los recursos de los trabajadores se administren con transparencia y lleguen a donde más se necesitan. ✊✅

#Supersubsidio #SupervisarEsCuidar #SubsidioFamiliar #Caquetá",0,04/29/2026 18:51,https://www.facebook.com/SuperSubsidio/posts/pfbid02YQM3dR33oWqEkbNzEdEG3GsKz6FRAXuesnJYiCNgn5fsM5cbWKZzW53Xhe1HPEiel,Foto,,Total,0,--,2700,28,0,34,0,10,2428,4463,,
1437997111698224,100064638461970,Supersubsidio,"¡Y así nos fue en Caquetá! 📍🌿

Cumplimos una jornada de vigilancia en Comfaca, verificando de primera mano que los servicios y recursos para los trabajadores se estén ejecutando correctamente.

¡Presencia total en el territorio para asegurar que las cosas pasen! 💪

#Supersubsidio #SupervisarEsCuidar #SubsidioFamiliar #Caquetá",145,04/29/2026 20:04,https://www.facebook.com/reel/1281564940240337/,Reel,,Total,6,+3x,3404,42,2,45,2,6,2754,3446,7.959,24570.844
